Event ID: 0, Int: 0
Parameters: {} ()
      0 Set Character Team Type (Entity ID: 10000, Team Type: Human)
      1 Initialize Event (Event ID: 12905400, Slot Number: 0, Arguments: {2900251, 2910200, 301008005, 2901287, 12905400})
      2 Initialize Event (Event ID: 12905400, Slot Number: 2, Arguments: {2900429, 2910200, 301008005, 2901289, 12905402})
      3 Initialize Event (Event ID: 12905400, Slot Number: 4, Arguments: {2900254, 2910200, 301008005, 2901283, 12905404})
      4 Initialize Event (Event ID: 12905400, Slot Number: 5, Arguments: {2900255, 2910200, 301008005, 2901284, 12905405})
      5 Initialize Event (Event ID: 12905400, Slot Number: 6, Arguments: {2900256, 2910200, 301008005, 2901285, 12905406})
      6 Initialize Event (Event ID: 12905400, Slot Number: 7, Arguments: {2900354, 2910200, 301008005, 2901293, 12905407})
      7 Initialize Event (Event ID: 12905400, Slot Number: 8, Arguments: {2900364, 2910200, 301008005, 2901300, 12905408})
      8 Initialize Event (Event ID: 12905400, Slot Number: 9, Arguments: {2900365, 2910200, 301008005, 2901301, 12905409})
      9 Initialize Event (Event ID: 12900087, Slot Number: 0, Arguments: {2910200})
     10 Initialize Event (Event ID: 12900000, Slot Number: 0, Arguments: {2901079, 12900360, 2910200, 12900000})
     11 Initialize Event (Event ID: 12900000, Slot Number: 2, Arguments: {2901068, 12900362, 2910200, 12900002})
     12 Initialize Event (Event ID: 12900000, Slot Number: 3, Arguments: {2901073, 12900363, 2910200, 12900003})
     13 Initialize Event (Event ID: 12900000, Slot Number: 6, Arguments: {2901075, 12900366, 2910200, 12900006})
     14 Initialize Event (Event ID: 12900000, Slot Number: 7, Arguments: {2901078, 12900367, 2910200, 12900007})
     15 Initialize Event (Event ID: 12900000, Slot Number: 9, Arguments: {2901080, 12900369, 2910200, 12900008})
     16 Initialize Event (Event ID: 12900023, Slot Number: 2, Arguments: {2901057, 12900381, 9921, 19921, 2910200, 12900025})
     17 Initialize Event (Event ID: 12900200, Slot Number: 0, Arguments: {2901150, 12900384, 9921, 19921})
     18 Initialize Event (Event ID: 12900200, Slot Number: 1, Arguments: {2901151, 12900385, 9921, 19921})
     19 Initialize Event (Event ID: 12900200, Slot Number: 2, Arguments: {2901561, 12900386, 9921, 19921})
     20 Initialize Event (Event ID: 12900200, Slot Number: 3, Arguments: {2901152, 12900387, 9921, 19921})
     21 Initialize Event (Event ID: 12900230, Slot Number: 2, Arguments: {2901532, 12900402})
     48 Initialize Event (Event ID: 12900029, Slot Number: 14, Arguments: {2901027, 2905528})
     49 Initialize Event (Event ID: 12900029, Slot Number: 15, Arguments: {2901028, 2905529})
     50 Initialize Event (Event ID: 12900029, Slot Number: 16, Arguments: {2901029, 2905530})
     51 Initialize Event (Event ID: 12900029, Slot Number: 17, Arguments: {2901030, 2905531})
     52 Initialize Event (Event ID: 12900029, Slot Number: 18, Arguments: {2901032, 2905532})
     53 Initialize Event (Event ID: 12900029, Slot Number: 19, Arguments: {2901033, 2905533})
     54 Initialize Event (Event ID: 12900029, Slot Number: 20, Arguments: {2901034, 2905534})
     55 Initialize Event (Event ID: 12900029, Slot Number: 21, Arguments: {2901035, 2905535})
     56 Initialize Event (Event ID: 12900029, Slot Number: 22, Arguments: {2901036, 2905536})
     57 Initialize Event (Event ID: 12900029, Slot Number: 23, Arguments: {2901037, 2905537})
     58 Initialize Event (Event ID: 12900029, Slot Number: 24, Arguments: {2901038, 2905538})
     59 Initialize Event (Event ID: 12900029, Slot Number: 25, Arguments: {2901039, 2905539})
     60 Initialize Event (Event ID: 12900029, Slot Number: 26, Arguments: {2901040, 2905540})
     61 Initialize Event (Event ID: 12900029, Slot Number: 27, Arguments: {2901041, 2905541})
     62 Initialize Event (Event ID: 12900029, Slot Number: 28, Arguments: {2901042, 2905542})
     63 Initialize Event (Event ID: 12900029, Slot Number: 29, Arguments: {2901043, 2905543})
     64 Initialize Event (Event ID: 12900029, Slot Number: 30, Arguments: {2901044, 2905544})
     65 Initialize Event (Event ID: 12900029, Slot Number: 31, Arguments: {2901045, 2905545})
     66 Initialize Event (Event ID: 12900029, Slot Number: 32, Arguments: {2901046, 2905546})
     67 Initialize Event (Event ID: 12900029, Slot Number: 33, Arguments: {2901047, 2905547})
     68 Initialize Event (Event ID: 12900029, Slot Number: 34, Arguments: {2901048, 2905548})
     69 Initialize Event (Event ID: 12900029, Slot Number: 35, Arguments: {2901049, 2905549})
     70 Initialize Event (Event ID: 12900029, Slot Number: 36, Arguments: {2901050, 2905550})
     71 Initialize Event (Event ID: 12900029, Slot Number: 37, Arguments: {2901051, 2905551})
     72 Initialize Event (Event ID: 12900029, Slot Number: 38, Arguments: {2901052, 2905552})
     73 Initialize Event (Event ID: 12900029, Slot Number: 39, Arguments: {2901053, 2905553})
     74 Initialize Event (Event ID: 12900029, Slot Number: 40, Arguments: {2901055, 2905554})
     75 Initialize Event (Event ID: 12900029, Slot Number: 41, Arguments: {2901056, 2905555})
     76 Initialize Event (Event ID: 12900029, Slot Number: 42, Arguments: {2901058, 2905556})
     77 Initialize Event (Event ID: 12900029, Slot Number: 43, Arguments: {2901059, 2905557})
     78 Initialize Event (Event ID: 12900029, Slot Number: 44, Arguments: {2901060, 2905558})
     79 Initialize Event (Event ID: 12900029, Slot Number: 45, Arguments: {2901061, 2905559})
     80 Initialize Event (Event ID: 12900029, Slot Number: 46, Arguments: {2901062, 2905560})
     81 Initialize Event (Event ID: 12900029, Slot Number: 47, Arguments: {2901063, 2905561})
     82 Initialize Event (Event ID: 12900029, Slot Number: 48, Arguments: {2901064, 2905562})
     83 Initialize Event (Event ID: 12900029, Slot Number: 49, Arguments: {2901065, 2905563})
     84 Initialize Event (Event ID: 12900029, Slot Number: 50, Arguments: {2901066, 2905564})
     85 Initialize Event (Event ID: 12900029, Slot Number: 51, Arguments: {2901250, 2905565})
     86 Initialize Event (Event ID: 12900029, Slot Number: 52, Arguments: {2901251, 2905566})
     87 Initialize Event (Event ID: 12900029, Slot Number: 53, Arguments: {2901252, 2905567})
     88 Initialize Event (Event ID: 12900029, Slot Number: 54, Arguments: {2901253, 2905568})
     89 Initialize Event (Event ID: 12900029, Slot Number: 55, Arguments: {2901010, 2905569})
     90 Initialize Event (Event ID: 12900029, Slot Number: 56, Arguments: {2901011, 2905570})
     91 Initialize Event (Event ID: 12900029, Slot Number: 57, Arguments: {2901069, 2905571})
     92 Initialize Event (Event ID: 12900029, Slot Number: 92, Arguments: {2901070, 2905572})
     93 Initialize Event (Event ID: 12900029, Slot Number: 96, Arguments: {2901082, 2905573})
     94 Initialize Event (Event ID: 12900029, Slot Number: 97, Arguments: {2901083, 2905574})
     95 Initialize Event (Event ID: 12900029, Slot Number: 98, Arguments: {2901084, 2905575})
     96 Initialize Event (Event ID: 12900029, Slot Number: 99, Arguments: {2901085, 2905576})
     97 Initialize Event (Event ID: 12900129, Slot Number: 0, Arguments: {2901086, 2905577})
     98 Initialize Event (Event ID: 12900129, Slot Number: 1, Arguments: {2901087, 2905578})
     99 Initialize Event (Event ID: 12900129, Slot Number: 2, Arguments: {2901088, 2905579})
    100 Initialize Event (Event ID: 12900129, Slot Number: 3, Arguments: {2901089, 2905580})
    101 Initialize Event (Event ID: 12900129, Slot Number: 4, Arguments: {2901090, 2905581})
    102 Initialize Event (Event ID: 12900129, Slot Number: 5, Arguments: {2901091, 2905582})
    103 Initialize Event (Event ID: 12900129, Slot Number: 6, Arguments: {2901555, 2905583})
    104 Initialize Event (Event ID: 12900129, Slot Number: 7, Arguments: {2901556, 2905584})
    105 Initialize Event (Event ID: 12900129, Slot Number: 8, Arguments: {2901557, 2905585})
    106 Initialize Event (Event ID: 12900129, Slot Number: 9, Arguments: {2901558, 2905586})
    107 Initialize Event (Event ID: 12900129, Slot Number: 10, Arguments: {2901559, 2905587})
    108 Initialize Event (Event ID: 12900129, Slot Number: 11, Arguments: {2901560, 2905588})
    109 Initialize Event (Event ID: 12900129, Slot Number: 13, Arguments: {2901562, 2905602})
    110 Initialize Event (Event ID: 12900129, Slot Number: 14, Arguments: {2901563, 2905603})
    111 Initialize Event (Event ID: 12900129, Slot Number: 15, Arguments: {2901564, 2905604})
    112 Initialize Event (Event ID: 12900129, Slot Number: 16, Arguments: {2901565, 2905605})
    113 Initialize Event (Event ID: 12900129, Slot Number: 17, Arguments: {2901566, 2905606})
    114 Initialize Event (Event ID: 12900129, Slot Number: 18, Arguments: {2901567, 2905607})
    115 Initialize Event (Event ID: 12900129, Slot Number: 19, Arguments: {2901568, 2905608})
    116 Initialize Event (Event ID: 12900129, Slot Number: 20, Arguments: {2901569, 2905609})
    117 Initialize Event (Event ID: 12900129, Slot Number: 21, Arguments: {2901570, 2905610})
    118 Initialize Event (Event ID: 12900129, Slot Number: 22, Arguments: {2901571, 2905611})
    119 Initialize Event (Event ID: 12900129, Slot Number: 23, Arguments: {2901572, 2905612})
    120 Initialize Event (Event ID: 12900129, Slot Number: 24, Arguments: {2901573, 2905613})
    121 Initialize Event (Event ID: 12900129, Slot Number: 25, Arguments: {2901574, 2905614})
    122 Initialize Event (Event ID: 12900129, Slot Number: 26, Arguments: {2901575, 2905615})
    123 Initialize Event (Event ID: 12900129, Slot Number: 27, Arguments: {2901576, 2905616})
    124 Initialize Event (Event ID: 12900129, Slot Number: 28, Arguments: {2901577, 2905617})
    125 Initialize Event (Event ID: 12900129, Slot Number: 29, Arguments: {2901578, 2905618})
    126 Initialize Event (Event ID: 12900129, Slot Number: 30, Arguments: {2901579, 2905619})
    127 Initialize Event (Event ID: 12900129, Slot Number: 31, Arguments: {2901580, 2905620})
    128 Initialize Event (Event ID: 12900129, Slot Number: 32, Arguments: {2901581, 2905621})
    129 Initialize Event (Event ID: 12900129, Slot Number: 33, Arguments: {2901582, 2905622})
    130 Initialize Event (Event ID: 12905781, Slot Number: 4, Arguments: {2901650, 2910200})
    131 Initialize Event (Event ID: 12905781, Slot Number: 5, Arguments: {2901651, 2910200})
    132 Initialize Event (Event ID: 12905781, Slot Number: 6, Arguments: {2901652, 2910200})
    133 Initialize Event (Event ID: 12905781, Slot Number: 7, Arguments: {2901653, 2910200})
    134 Initialize Event (Event ID: 12905781, Slot Number: 8, Arguments: {2901654, 2910200})
    135 Initialize Event (Event ID: 12905781, Slot Number: 9, Arguments: {2901655, 2910200})
    136 Initialize Event (Event ID: 12905781, Slot Number: 10, Arguments: {2901656, 2910200})
    137 Initialize Event (Event ID: 12905781, Slot Number: 11, Arguments: {2901657, 2910200})
    138 Initialize Event (Event ID: 12905781, Slot Number: 12, Arguments: {2901658, 2910200})
    139 Initialize Event (Event ID: 12905781, Slot Number: 13, Arguments: {2901659, 2910200})
    140 Initialize Event (Event ID: 12905781, Slot Number: 14, Arguments: {2901660, 2910200})
    141 Initialize Event (Event ID: 12905781, Slot Number: 15, Arguments: {2901661, 2910200})
    142 Initialize Event (Event ID: 12905781, Slot Number: 16, Arguments: {2901662, 2910200})
    143 Initialize Event (Event ID: 12905781, Slot Number: 17, Arguments: {2901663, 2910200})
    144 Initialize Event (Event ID: 12905781, Slot Number: 18, Arguments: {2901664, 2910200})
    145 Initialize Event (Event ID: 12905781, Slot Number: 19, Arguments: {2901665, 2910200})
    146 Initialize Event (Event ID: 12905781, Slot Number: 20, Arguments: {2901666, 2910200})
    147 Initialize Event (Event ID: 12905781, Slot Number: 21, Arguments: {2901667, 2910200})
    148 Initialize Event (Event ID: 12900800, Slot Number: 0, Arguments: {12900850, 12900851, 2901550})
    149 Initialize Event (Event ID: 12900800, Slot Number: 1, Arguments: {12900852, 12900853, 2901551})
    150 Initialize Event (Event ID: 12900800, Slot Number: 2, Arguments: {12900854, 12900855, 2901552})
    151 Initialize Event (Event ID: 12905200, Slot Number: 0, Arguments: {2900400, 7000, 7001, 301100, 301110, 12905600, 301040, 7002})
    152 Initialize Event (Event ID: 12905200, Slot Number: 2, Arguments: {2900402, 7006, 7007, 301100, 301110, 12905602, 301010, 7008})
    153 Initialize Event (Event ID: 12905200, Slot Number: 3, Arguments: {2900403, 7000, 7001, 301100, 301110, 12905603, 301010, 7002})
    154 Initialize Event (Event ID: 12905200, Slot Number: 4, Arguments: {2900404, 7003, 7004, 301100, 301110, 12905604, 301010, 7005})
    155 Initialize Event (Event ID: 12905200, Slot Number: 5, Arguments: {2900405, 7006, 7007, 301100, 301110, 12905605, 301000, 7008})
    156 Initialize Event (Event ID: 12905200, Slot Number: 6, Arguments: {2900406, 7000, 7001, 301100, 301110, 12905606, 301010, 7002})
    157 Initialize Event (Event ID: 12905200, Slot Number: 20, Arguments: {2900420, 7006, 7007, 301100, 301110, 12905620, 301010, 7008})
    158 Initialize Event (Event ID: 12905200, Slot Number: 29, Arguments: {2900110, 7010, 7010, 103909, 103918, 12905629, 103080, 7011})
    159 Initialize Event (Event ID: 12905200, Slot Number: 32, Arguments: {2900430, 7010, 7010, 103909, 103918, 12905632, 103080, 7011})
    160 Initialize Event (Event ID: 12905200, Slot Number: 33, Arguments: {2900431, 7003, 7004, 301100, 301110, 12905633, 301010, 7008})
    161 Initialize Event (Event ID: 12905200, Slot Number: 34, Arguments: {2900432, 7000, 7001, 301100, 301110, 12905634, 301010, 7002})
    162 Initialize Event (Event ID: 12905200, Slot Number: 35, Arguments: {2900433, 7003, 7004, 301100, 301110, 12905635, 301010, 7005})
    163 Initialize Event (Event ID: 12905350, Slot Number: 0, Arguments: {12900381, 12905600})
    164 Initialize Event (Event ID: 12905350, Slot Number: 1, Arguments: {12900381, 12905601})
    165 Initialize Event (Event ID: 12905350, Slot Number: 2, Arguments: {12900381, 12905602})
    166 Initialize Event (Event ID: 12905350, Slot Number: 3, Arguments: {12900380, 12905606})
    167 Initialize Event (Event ID: 12905350, Slot Number: 4, Arguments: {12900380, 12905607})
    168 Initialize Event (Event ID: 12905350, Slot Number: 5, Arguments: {12900380, 12905608})
    169 Initialize Event (Event ID: 12905350, Slot Number: 6, Arguments: {12900380, 12905609})
    170 Initialize Event (Event ID: 12905350, Slot Number: 7, Arguments: {12900380, 12905610})
    171 Initialize Event (Event ID: 12905350, Slot Number: 8, Arguments: {12900380, 12905611})
    172 Initialize Event (Event ID: 12905350, Slot Number: 9, Arguments: {12900380, 12905620})
    173 Initialize Event (Event ID: 12905350, Slot Number: 10, Arguments: {12900380, 12905621})
    174 Initialize Event (Event ID: 12905350, Slot Number: 11, Arguments: {12900380, 12905622})
    175 Initialize Event (Event ID: 12905550, Slot Number: 0, Arguments: {2900500, 2910200})
    176 Initialize Event (Event ID: 12905550, Slot Number: 2, Arguments: {2900502, 2910200})
    177 Initialize Event (Event ID: 12905950, Slot Number: 0, Arguments: {2901500, 2910200})
    178 Initialize Event (Event ID: 12905950, Slot Number: 1, Arguments: {2901501, 2910200})
    179 Initialize Event (Event ID: 12905950, Slot Number: 2, Arguments: {2901502, 2910200})
    180 Initialize Event (Event ID: 12905950, Slot Number: 3, Arguments: {2901503, 2910200})
    181 Initialize Event (Event ID: 12905950, Slot Number: 4, Arguments: {2901504, 2910200})
    182 Initialize Event (Event ID: 12905950, Slot Number: 5, Arguments: {2901505, 2910200})
    183 Initialize Event (Event ID: 12905950, Slot Number: 6, Arguments: {2901506, 2910200})
    184 Initialize Event (Event ID: 12905950, Slot Number: 7, Arguments: {2901507, 2910200})
    185 Initialize Event (Event ID: 12905950, Slot Number: 8, Arguments: {2901508, 2910200})
    186 Initialize Event (Event ID: 12905950, Slot Number: 9, Arguments: {2901509, 2910200})
    187 Initialize Event (Event ID: 12905950, Slot Number: 10, Arguments: {2901510, 2910200})
    188 Initialize Event (Event ID: 12905950, Slot Number: 11, Arguments: {2901511, 2910200})
    189 Initialize Event (Event ID: 12905950, Slot Number: 12, Arguments: {2901512, 2910200})
    190 Initialize Event (Event ID: 12905950, Slot Number: 13, Arguments: {2901513, 2910200})
    191 Initialize Event (Event ID: 12905950, Slot Number: 14, Arguments: {2901514, 2910200})
    192 Initialize Event (Event ID: 12905950, Slot Number: 15, Arguments: {2901515, 2910200})
    193 Initialize Event (Event ID: 12905950, Slot Number: 16, Arguments: {2901516, 2910200})
    194 Initialize Event (Event ID: 12905950, Slot Number: 17, Arguments: {2901517, 2910200})
    195 Initialize Event (Event ID: 12905950, Slot Number: 18, Arguments: {2901518, 2910200})
    196 Initialize Event (Event ID: 12905950, Slot Number: 19, Arguments: {2901519, 2910200})
    197 Initialize Event (Event ID: 12905950, Slot Number: 20, Arguments: {2901520, 2910200})
    198 Initialize Event (Event ID: 12905950, Slot Number: 21, Arguments: {2901521, 2910200})
    199 Initialize Event (Event ID: 12905950, Slot Number: 22, Arguments: {2901522, 2910200})
    200 Initialize Event (Event ID: 12905710, Slot Number: 0, Arguments: {0})
    201 Initialize Event (Event ID: 12905700, Slot Number: 0, Arguments: {0})
    202 Initialize Event (Event ID: 12905715, Slot Number: 0, Arguments: {0})
    203 Initialize Event (Event ID: 12905100, Slot Number: 0, Arguments: {2900350, 2901296})
    204 Initialize Event (Event ID: 12905100, Slot Number: 1, Arguments: {2900351, 2901295})
    205 Initialize Event (Event ID: 12905100, Slot Number: 2, Arguments: {2900352, 2901297})
    206 Initialize Event (Event ID: 12905100, Slot Number: 3, Arguments: {2900353, 2901298})
    207 Initialize Event (Event ID: 12905100, Slot Number: 4, Arguments: {2900361, 2901299})
    208 Initialize Event (Event ID: 12905100, Slot Number: 5, Arguments: {2900380, 2901770})
    209 Initialize Event (Event ID: 12905150, Slot Number: 0, Arguments: {2900350, 2901296, 2905600, 2900300, 2905601, 2905602, 2905603})
    210 Initialize Event (Event ID: 12905150, Slot Number: 2, Arguments: {2900350, 2901296, 2905600, 2900302, 2905601, 2905602, 2905603})
    211 Initialize Event (Event ID: 12905150, Slot Number: 3, Arguments: {2900350, 2901296, 2905600, 2900303, 2905601, 2905602, 2905603})
    212 Initialize Event (Event ID: 12905150, Slot Number: 4, Arguments: {2900350, 2901296, 2905600, 2900304, 2905601, 2905602, 2905603})
    213 Initialize Event (Event ID: 12905150, Slot Number: 5, Arguments: {2900350, 2901296, 2905600, 2900305, 2905601, 2905602, 2905603})
    214 Initialize Event (Event ID: 12905150, Slot Number: 7, Arguments: {2900350, 2901296, 2905600, 2900307, 2905601, 2905602, 2905603})
    215 Initialize Event (Event ID: 12905150, Slot Number: 10, Arguments: {2900351, 2901295, 2905600, 2900300, 2905601, 2905602, 2905603})
    216 Initialize Event (Event ID: 12905150, Slot Number: 12, Arguments: {2900351, 2901295, 2905600, 2900302, 2905601, 2905602, 2905603})
    217 Initialize Event (Event ID: 12905150, Slot Number: 13, Arguments: {2900351, 2901295, 2905600, 2900303, 2905601, 2905602, 2905603})
    218 Initialize Event (Event ID: 12905150, Slot Number: 14, Arguments: {2900351, 2901295, 2905600, 2900304, 2905601, 2905602, 2905603})
    219 Initialize Event (Event ID: 12905150, Slot Number: 15, Arguments: {2900351, 2901295, 2905600, 2900305, 2905601, 2905602, 2905603})
    220 Initialize Event (Event ID: 12905150, Slot Number: 17, Arguments: {2900351, 2901295, 2905600, 2900307, 2905601, 2905602, 2905603})
    221 Initialize Event (Event ID: 12905150, Slot Number: 20, Arguments: {2900352, 2901297, 2905600, 2900300, 2905601, 2905602, 2905603})
    222 Initialize Event (Event ID: 12905150, Slot Number: 22, Arguments: {2900352, 2901297, 2905600, 2900302, 2905601, 2905602, 2905603})
    223 Initialize Event (Event ID: 12905150, Slot Number: 23, Arguments: {2900352, 2901297, 2905600, 2900303, 2905601, 2905602, 2905603})
    224 Initialize Event (Event ID: 12905150, Slot Number: 24, Arguments: {2900352, 2901297, 2905600, 2900304, 2905601, 2905602, 2905603})
    225 Initialize Event (Event ID: 12905150, Slot Number: 25, Arguments: {2900352, 2901297, 2905600, 2900305, 2905601, 2905602, 2905603})
    226 Initialize Event (Event ID: 12905150, Slot Number: 27, Arguments: {2900352, 2901297, 2905600, 2900307, 2905601, 2905602, 2905603})
    227 Initialize Event (Event ID: 12905150, Slot Number: 30, Arguments: {2900353, 2901298, 2905600, 2900300, 2905601, 2905602, 2905603})
    228 Initialize Event (Event ID: 12905150, Slot Number: 32, Arguments: {2900353, 2901298, 2905600, 2900302, 2905601, 2905602, 2905603})
    229 Initialize Event (Event ID: 12905150, Slot Number: 33, Arguments: {2900353, 2901298, 2905600, 2900303, 2905601, 2905602, 2905603})
    230 Initialize Event (Event ID: 12905150, Slot Number: 34, Arguments: {2900353, 2901298, 2905600, 2900304, 2905601, 2905602, 2905603})
    231 Initialize Event (Event ID: 12905150, Slot Number: 35, Arguments: {2900353, 2901298, 2905600, 2900305, 2905601, 2905602, 2905603})
    232 Initialize Event (Event ID: 12905150, Slot Number: 37, Arguments: {2900353, 2901298, 2905600, 2900307, 2905601, 2905602, 2905603})
    233 Initialize Event (Event ID: 12905150, Slot Number: 40, Arguments: {2900361, 2901299, 2905600, 2900300, 2905601, 2905602, 2905603})
    234 Initialize Event (Event ID: 12905150, Slot Number: 42, Arguments: {2900361, 2901299, 2905600, 2900302, 2905601, 2905602, 2905603})
    235 Initialize Event (Event ID: 12905150, Slot Number: 43, Arguments: {2900361, 2901299, 2905600, 2900303, 2905601, 2905602, 2905603})
    236 Initialize Event (Event ID: 12905150, Slot Number: 44, Arguments: {2900361, 2901299, 2905600, 2900304, 2905601, 2905602, 2905603})
    237 Initialize Event (Event ID: 12905150, Slot Number: 45, Arguments: {2900361, 2901299, 2905600, 2900305, 2905601, 2905602, 2905603})
    238 Initialize Event (Event ID: 12905150, Slot Number: 47, Arguments: {2900361, 2901299, 2905600, 2900307, 2905601, 2905602, 2905603})
    239 Initialize Event (Event ID: 12905450, Slot Number: 0, Arguments: {2900250})
    240 Initialize Event (Event ID: 12905450, Slot Number: 1, Arguments: {2900251})
    241 Initialize Event (Event ID: 12905450, Slot Number: 2, Arguments: {2900252})
    242 Initialize Event (Event ID: 12905450, Slot Number: 3, Arguments: {2900354})
    243 Initialize Event (Event ID: 12905450, Slot Number: 4, Arguments: {2900355})
    244 Initialize Event (Event ID: 12905450, Slot Number: 7, Arguments: {2900358})
    245 Initialize Event (Event ID: 12905450, Slot Number: 9, Arguments: {2900360})
    246 Initialize Event (Event ID: 12905450, Slot Number: 10, Arguments: {2900540})
    247 Initialize Event (Event ID: 12905450, Slot Number: 11, Arguments: {2900541})
    248 Initialize Event (Event ID: 12905450, Slot Number: 12, Arguments: {2900542})
    249 Initialize Event (Event ID: 12905450, Slot Number: 13, Arguments: {2900550})
    250 Initialize Event (Event ID: 12905450, Slot Number: 14, Arguments: {2900551})
    251 Initialize Event (Event ID: 12905450, Slot Number: 15, Arguments: {2900552})
    252 Initialize Event (Event ID: 12905450, Slot Number: 16, Arguments: {2900553})
    253 Initialize Event (Event ID: 12905450, Slot Number: 17, Arguments: {2900554})
    254 Initialize Event (Event ID: 12905450, Slot Number: 18, Arguments: {2900555})
    255 Initialize Event (Event ID: 12905450, Slot Number: 19, Arguments: {2900556})
    256 Initialize Event (Event ID: 12905480, Slot Number: 0, Arguments: {2900355, 2902002})
