0: 'コンストラクタ'
12410662: 'ニセ女医_住人を保護した'
12410668: 'ニセ女医_全員保護した'
12410669: 'ニセ女医_月の使者生成_XX'
12410676: 'ニセ女医_PCが扉を攻撃する'
12410677: 'ニセ女医_強制死亡'
12410680: 'ニセ女医_月からの使者のロジックを無効化'
12410687: 'ニセ女医_アイテム入手でSAN値UP（通常）'
12410693: 'ニセ女医_アイテム入手でSAN値UP（共犯）'
12410700: 'ニセ女医_警告'
12410701: '少女_状態遷移'
12410702: '少女_初期化'
12410703: '少女_母を探している序盤へ'
12410704: '少女_母が死んだので自暴自棄'
1210705: '少女_避難所へ向かう'
12410706: '少女_診療所へ向かう'
12410710: '少女_PCが扉を攻撃する'
12410713: '少女_吸血豚が血塗れのリボンを落とす'
12410715: '少女_オルゴール制御'
12410716: '少女_少女の姉_窓の光制御'
12410721: '少女の姉_リボンを渡す'
12410730: '診療所の女医_存在するようになる'
12410731: '診療所の女医_好感度が上がった'
12410732: '診療所の女医_扉を殴られ続けてうんざり'
12410733: '診療所の女医_どこにもいない'
12410734: '診療所の女医_PCが扉を攻撃する'
12410735: '診療所の女医_ニセ女医_ダミーキャラの表示'
12410736: '診療所の女医_ロードを挟んだのでアイテム取得直後フラグをOFF'
12410737: '診療所の女医_モデルの表示'
12410738: '診療所の女医_アイテムを渡せない旨の会話をしたフラグをOFFにする'
12410739: '診療所の女医_月使者モデルの切り替え'
12410740: '孤独な老婆_初期化'
12410741: '孤独な老婆_死亡'
12410742: '孤独な老婆_避難所へ移動中へ'
12410743: '孤独な老婆_診療所へ移動中へ'
12410744: '孤独な老婆_避難所へ'
12410745: '孤独な老婆_診療所へ'
12410746: '孤独な老婆_自宅に吠える犬_初期化'
12410747: '孤独な老婆_自宅に吠える犬_ロジックon'
12410748: '孤独な老婆_自宅に吠える犬_呼びかけ会話キック'
12410749: '孤独な老婆_自宅に吠える犬_アニメ制御'
12410750: '孤独な老婆_ノック'
12410760: '重病人_初期化'
12410761: '重病人_死亡'
12410762: '重病人_病状悪化'
12410763: '重病人_扉を叩かれた'
12410770: '月からの使者リスポン禁止_XX'
12410780: 'ガスコイン（大橋）_面識有'
12410785: 'ガスコイン（ボス部屋）_面識有'
12410786: 'ガスコイン（ボス部屋）_獣化'
12410787: 'ガスコイン（ボス部屋）_死亡'
12410800: '復讐者_初期化（聖堂街B）'
12410801: '復讐者_面識有（聖堂街B）'
12410802: '復讐者_警告済み（ロード）'
12410803: '復讐者_ヘンリック単独撃破'
12410804: '復讐者_ヘンリック共闘撃破'
12410805: '復讐者_死亡'
12410806: '復讐者_敵対'
12410807: '復讐者_攻撃回数カウント'
12410808: '復讐者_会話中'
12410809: '復讐者_ヘンリック出現'
12410810: '復讐者_ヘンリック撃破'
12410811: '復讐者_共闘'
12410812: '偏屈な老人_初期化'
12410813: '囚われた尼僧_初期化'
12410814: '感染者の乞食'
12410830: '娼婦_初期化'
12410831: '娼婦_死亡'
12410833: '娼婦_月の幼生が死亡したら死亡させる'
12410834: '娼婦_娼婦が産んだ月の幼生を見たのでSAN値UP'
12410850: 'NPC汎用_扉をノックする_XX'
12410860: 'NPC汎用_アニメ制御_被ダメージ_XX'
12410870: 'NPC汎用_アニメ制御_被ダメージから待機へ_XX'
12410880: 'NPC汎用_アニメ制御_死亡_XX'
12415130: '水死体ビーストが起き上がる_XX'
12415150: '敵の特殊待機_XX'
12410155: '恐ろしい群衆と鉢合わせ_造船廠'
12410156: '恐ろしい群衆と銃群衆_造船廠'
12410321: '聖堂街B_エレベータ_初期化'
12410322: '聖堂街B_エレベータ_上昇'
12410323: '聖堂街B_エレベータ_下降'
12410324: '聖堂街B_エレベータ_仕掛け動かないメッセージ'
12410460: '特殊待機_敵対連動解除'
12414500: '共闘血族狩り_協力_参加'
12414503: '共闘血族狩り_協力_ボス部屋を目指す'
12414504: '共闘血族狩り_協力_ボス部屋に入る'
12414505: '共闘血族狩り_メッセンジャー'
12414600: 'いんちきNPC召喚_協力_参加'
12414601: 'いんちきNPC召喚_協力_帰還'
12414602: 'いんちきNPC召喚_協力_帰還_成功'
12414603: 'いんちきNPC召喚_協力_帰還_別れの空砲'
12414604: 'いんちきNPC召喚_協力_ボス部屋を目指す'
12414605: 'いんちきNPC召喚_協力_ボス部屋に入る'
12414606: 'いんちきNPC召喚_メッセンジャー'
12414607: '教区長ボス部屋入り口_見えない壁消去'
12410220: 'ロジック制御_距離'
12410230: ''
12410234: 'ガスコイン死亡フラグ'
12410237: 'ガスコインと共闘'
12410238: 'ガスコイン大橋から居なくなる'
12410239: 'ガスコインと敵対'
12410240: 'イベントアニメ再生'
12410285: '梯子とレバー_開始地点梯子'
12410287: 'チェックポイントランタン制御'
12410340: '移動イベント2'
12410370: '藁玉ゴロゴロ'
12415370: '藁玉転がすの諦めるフラグ'
12415372: '藁玉イベント前の群衆走る'
12410378: '檻の中の犬が飛び出してくる'
12410380: '檻の中の犬'
12410384: '檻の中の犬_一撃死'
12410490: '吊るし宝死体_XX'
12410990: 'マップ初回入場_プレイログ'
12410995: '診療所に入った時にSAN値を上げる'
12415010: '定期的に鐘の音が聞こえる'
