0: 'コンストラクタ'
12400582: '生贄街の聖女_ロウソクマップパーツを消す'
12400590: '血族狩り_初期化'
12400591: '血族狩り_招待状を渡した'
12400592: '血族狩り_攻撃回数カウントイベント_XX'
12400593: '血族狩り_敵対_XX'
12400594: '血族狩り_死亡_XX'
12400610: '感染者の乞食_初期化'
12400611: '感染者の乞食_死亡'
12400612: '感染者の乞食_変身_XX'
12400614: '感染者の乞食_アニメ制御_死亡_XX'
12400616: '感染者の乞食_アニメ制御_被ダメージ_XX'
12400618: '感染者の乞食_アニメ制御_被ダメージから待機へ_XX'
12400620: '感染者の乞食_アニメ制御_立ち待機遷移から立ち待機へ_XX'
12400622: '感染者の乞食_避難所状態へ'
12400623: '感染者の乞食_診療所状態へ'
12400624: '感染者の乞食_満足'
12400625: '感染者の乞食_変身（2回目以降）_XX'
12400627: '感染者の乞食_変身（3回以上攻撃された）_XX'
12400628: '感染者の乞食_他NPC殺害'
12400630: 'NPC汎用_死亡した時に怯えるフラグを立てる'
12400650: '復讐者_初期化（聖堂街A）'
12400651: '復讐者_初対面（聖堂街A）'
12400652: '復讐者_面識有（聖堂街A）（ヘンリック出現）'
12400653: '復讐者_衰弱血糊'
12400654: '復讐者_衰弱2'
12400655: '復讐者_NPC2出現'
12400656: '復讐者_闇落ち'
12400657: '復讐者_死亡（聖堂街A）'
12400658: '復讐者_敵対（聖堂街A）'
12400659: '復讐者_攻撃回数カウント（聖堂街A）'
12400660: '復讐者_一時的にいない（衰弱ルート）（保険）'
12400661: '復讐者_一時的にいない（闇堕ちルート）（保険）'
12400662: '復讐者_衰弱会話制御'
12400663: '復讐者_衰弱中の被ダメで必ず死ぬ'
12400665: '復讐者_ヘンリック戦開始後位置制御'
12400700: '避難所の盲人_初期化'
12400701: '避難所の盲人_受入中'
12400702: '避難所の盲人_惨劇1'
12400703: '避難所の盲人_惨劇2'
12400704: '避難所の盲人_依頼成功'
12400705: '避難所の盲人_依頼失敗'
12400706: '避難所の盲人_死亡'
12400707: '避難所の盲人_避難人数カウント'
12400708: '避難所の盲人_住人を保護_XX'
12400713: '避難所の盲人_最後の避難者_行き先判定'
12400720: '避難所の盲人_惨劇1_人物特定_老人'
12400721: '避難所の盲人_惨劇1_人物特定_老婆'
12400722: '避難所の盲人_惨劇1_人物特定_娼婦'
12400723: '避難所の盲人_惨劇1_人物特定_尼僧'
12400728: '避難所の盲人_惨劇2_人物特定_老人'
12400729: '避難所の盲人_惨劇2_人物特定_老婆'
12400730: '避難所の盲人_惨劇2_人物特定_娼婦'
12400731: '避難所の盲人_惨劇2_人物特定_尼僧'
12400732: '避難所の盲人_殴られて会話できない'
12400737: '避難所の盲人_乞食に殺される'
12400738: '避難所の盲人_怯える'
12400900: '囚われた尼僧_初期化'
12400901: '囚われた尼僧_娼婦に嫉妬状態へ'
12400940: '囚われた尼僧_アニメ制御_チラ見終了_XX'
12400903: '囚われた尼僧_死亡'
12400904: '囚われた尼僧_襲ってくる'
12400910: '囚われた尼僧_アニメ制御_被ダメージ_XX'
12400915: '囚われた尼僧_アニメ制御_死亡_XX'
12400920: '囚われた尼僧_アニメ制御_チラ見開始_XX'
12400925: '囚われた尼僧_アニメ制御_被ダメージアニメ終了_XX'
12400930: '囚われた尼僧_アニメ制御_チラ見待機→立ち待機_XX'
12400935: '囚われた尼僧_アニメ制御_立ち待機へ_XX'
12400952: '囚われの尼僧_座っているOBJに血を付ける'
12400953: '囚われた尼僧_アニメ制御_おびえる'
12400954: '囚われた尼僧_地の施しCD解除'
12400800: 'NPC汎用_PCがNPCを殺害した'
12400801: 'NPC汎用_状態整合'
12400805: 'NPC汎用_アニメ制御_被ダメージから待機へ_XX'
12400810: 'NPC汎用_アニメ制御_被ダメージ_XX'
12400830: 'NPC汎用_アニメ制御_死亡_XX'
12400840: 'NPC汎用_扉をノックする_XX'
12405700: '生き残りが逃げる'
12405701: '応戦準備_XX'
12405710: '聖堂街C前半の扉の封印'
12405750: 'アニメ再生_ターゲット判定'
12401800: 'ボス撃破_聖女ビースト'
12401801: 'ボス撃破SE再生_聖女ビースト'
12401802: 'ホストがボス部屋入場_初戦_聖女ビースト'
12401803: '学長の記憶ポリ劇'
12404800: 'ホストがボス部屋入場_再戦_聖女ビースト'
12404801: 'ゲストがボス部屋入場_聖女ビースト'
12404802: 'ボスが動き出す_聖女ビースト'
12404803: 'ボスBGM ON_聖女ビースト'
12404804: 'ボスカメラ_聖女ビースト'
12404805: 'ボスBGM OFF_聖女ビースト'
12404806: 'ボス壁はまり回避ワープ_聖女ビースト'
12404807: 'ボスヒートアップ_聖女ビースト'
12404808: 'ボス部位損傷_クロスしんなり_聖女ビースト'
12404810: 'ボス部位損傷_聖女ビースト_XX'
12404820: 'ボス部位損傷演出_聖女ビースト_XX'
12404830: '聖女ビースト_回復行動中に回復不可になった'
12406900: '環境音再生'
12400990: 'マップ初回入場_プレイログ'
12407020: 'ワープ椅子_ワープアニメ再生_XX'
12407040: 'ワープ椅子_ワープ_XX'
12407050: 'ワープ椅子_初回起動演出_XX'
12407000: 'ワープ椅子_ワープ後処理'
